,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Route>}'), ('ent', '{<QualifiedName: collabmap:Route>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
4266,2,2,2,3,3,8,3,8,1,2,3,2,2,2,6,1,1,4,Trusted
4267,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4268,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4269,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4270,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4271,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4272,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4273,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4274,0,1,1,2,2,4,2,3,0,1,1,2,0,1,2,0,1,1,Uncertain
4275,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4276,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4277,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4278,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4279,3,1,3,2,2,10,5,6,1,1,5,2,3,1,7,2,1,4,Trusted
4280,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4281,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4282,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4283,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4284,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4285,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4286,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4287,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4288,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4289,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4290,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4291,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4292,0,1,1,2,2,4,2,3,0,1,1,2,0,1,2,0,1,1,Uncertain
4293,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4294,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4295,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4296,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4297,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4298,2,1,2,2,2,10,6,5,1,1,2,2,2,1,5,0,2,3,Trusted
4299,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4300,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4301,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4302,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4303,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4304,1,1,1,2,2,5,2,4,1,1,1,2,1,1,3,0,1,2,Trusted
4305,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4306,2,0,2,1,2,16,14,2,0,0,2,2,2,0,4,0,2,2,Trusted
4307,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4308,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4309,2,2,2,3,3,8,3,8,1,2,3,2,2,2,6,1,1,4,Trusted
4310,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4311,1,1,1,2,2,5,2,4,1,1,1,2,1,1,3,0,1,2,Trusted
4312,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4313,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4314,1,1,1,2,2,5,2,4,1,1,1,2,1,1,3,0,1,2,Trusted
4315,1,0,1,1,1,5,3,1,0,0,1,2,1,0,2,0,1,1,Trusted
4316,1,0,1,1,1,5,3,1,0,0,1,2,1,0,2,0,1,1,Trusted
4317,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4318,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4319,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4320,1,1,1,2,2,6,3,4,1,1,1,2,1,1,3,0,1,2,Trusted
4321,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4322,1,1,1,2,2,6,3,4,1,1,1,2,1,1,3,0,1,2,Trusted
4323,1,1,1,1,1,5,3,1,0,0,1,2,1,0,3,0,1,2,Trusted
4324,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4325,1,1,1,2,2,6,3,4,1,1,1,2,1,1,3,0,1,2,Trusted
4326,1,1,1,2,2,6,3,4,1,1,1,2,1,1,3,0,1,2,Trusted
4327,1,1,1,2,2,5,2,4,1,1,1,2,1,1,3,0,1,2,Trusted
4328,1,1,1,2,2,6,3,4,1,1,1,2,1,1,3,0,1,2,Trusted
4329,1,1,1,2,2,6,3,4,1,1,1,2,1,1,3,0,1,2,Trusted
4330,1,0,1,1,1,5,3,1,0,0,1,2,1,0,2,0,1,1,Trusted
4331,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4332,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4333,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
4334,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4335,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4336,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4337,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4338,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4339,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4340,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4341,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4342,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4343,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4344,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4345,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4346,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4347,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4348,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4349,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4350,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4351,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4352,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4353,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4354,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4355,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4356,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4357,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4358,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4359,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4360,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4361,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4362,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4363,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4364,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
4365,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4366,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4367,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4368,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4369,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4370,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4371,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4372,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4373,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4374,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4375,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4376,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4377,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4378,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4379,2,0,2,1,1,7,4,2,0,0,2,2,2,0,4,0,2,2,Trusted
4380,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4381,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4382,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4383,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4384,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4385,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4386,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4387,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4388,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4389,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4390,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4391,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4392,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4393,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4394,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4395,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4396,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4397,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4398,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4399,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4400,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4401,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4402,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4403,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4404,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4405,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4406,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4407,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4408,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4409,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4410,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4411,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4412,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4413,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4414,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4415,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4416,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4417,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4418,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4419,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4420,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4421,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4422,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4423,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4424,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4425,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4426,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4427,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4428,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4429,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4430,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4431,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4432,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4433,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4434,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4435,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4436,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4437,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4438,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4439,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4440,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4441,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4442,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4443,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4444,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4445,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4446,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4447,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4448,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4449,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4450,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4451,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4452,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4453,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4454,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4455,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4456,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4457,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4458,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4459,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4460,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4461,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4462,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4463,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4464,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4465,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4466,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4467,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4468,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4469,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4470,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4471,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4472,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4473,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4474,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4475,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4476,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4477,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4478,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4479,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4480,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4481,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4482,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4483,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4484,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4485,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4486,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4487,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4488,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4489,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4490,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4491,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4492,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4493,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4494,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4495,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4496,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4497,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4498,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4499,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4500,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4501,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4502,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4503,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4504,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4505,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4506,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4507,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
4508,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4509,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4510,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4511,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4512,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4513,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4514,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4515,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4516,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4517,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4518,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4519,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4520,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4521,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4522,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4523,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4524,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4525,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4526,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4527,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4528,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4529,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4530,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4531,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4532,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4533,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4534,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4535,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4536,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4537,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4538,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4539,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4540,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4541,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4542,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4543,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4544,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4545,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4546,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4547,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4548,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4549,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4550,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4551,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4552,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4553,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4554,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
4555,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
