,"('act', '{<QualifiedName: pgo:BallCollection>}')","('act', '{<QualifiedName: pgo:PokemonCapture>}')","('act', '{<QualifiedName: pgo:PokemonDispose>}')","('ent', '{<QualifiedName: pgo:Player>}')","('ent', '{<QualifiedName: pgo:PokemonNormal>}')","('ent', '{<QualifiedName: pgo:PokemonWeak>}')","('ent', '{<QualifiedName: pgo:Pokestop>}')","[('der', 'der'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonNormal>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonNormal>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'gen'), ('usd', 'usd'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[['der', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['der', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]",label
909,8,4,0,13,6,0,15,0,2,0,0,6,0,2,0,1,0,0,2,0,0,6,10,2,0,4,0,0,0,0,3,0,5,1,0,4,2,0,4,Instinct
910,9,6,2,18,0,8,15,0,0,0,2,0,6,0,0,0,1,1,5,4,0,4,14,0,2,0,5,1,0,2,0,3,4,0,3,4,0,2,5,Mystic
911,5,8,3,17,4,6,8,0,0,0,4,2,2,0,0,1,0,1,0,2,0,3,7,0,2,3,2,1,1,3,1,4,2,2,3,1,1,2,4,Mystic
912,7,6,2,16,2,8,13,0,0,0,4,0,4,0,0,0,2,1,1,2,2,4,10,0,3,2,3,1,1,2,1,3,3,1,3,3,0,3,4,Instinct
913,10,8,0,19,6,6,17,2,4,2,4,4,4,0,0,1,0,0,0,0,2,6,14,1,2,5,4,0,0,0,2,3,5,1,2,5,2,1,5,Valor
914,9,10,5,25,8,6,13,2,0,0,0,0,0,2,0,0,0,3,4,6,0,6,12,1,2,5,3,1,0,5,3,1,3,4,1,5,2,3,4,Mystic
915,9,10,0,20,2,10,17,0,2,2,6,0,2,2,1,1,0,0,0,0,0,6,12,0,5,2,5,0,0,0,1,4,6,0,4,5,1,1,4,Valor
916,6,4,0,11,2,2,11,0,0,0,0,0,2,2,0,1,0,0,0,0,2,3,9,1,2,1,0,0,0,0,1,1,3,0,1,4,1,0,2,Mystic
917,7,6,1,15,4,6,13,0,2,2,2,2,2,0,0,0,1,0,1,2,0,4,10,0,2,3,4,0,0,1,2,2,4,1,2,3,2,1,4,Mystic
918,9,3,0,13,4,2,13,0,0,0,0,2,0,0,0,1,0,2,4,2,2,6,12,3,1,1,1,0,0,0,2,1,2,1,0,5,1,1,4,Instinct
919,4,5,0,10,0,4,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,5,0,2,0,2,0,0,0,0,1,3,0,1,4,0,1,0,Valor
920,16,10,0,27,8,8,23,2,0,0,0,4,2,2,0,0,0,0,10,6,4,13,19,1,3,7,5,0,0,0,4,3,6,3,1,8,1,3,8,Valor
921,3,5,0,9,4,2,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,0,0,0,2,0,2,2,0,3,0,1,0,Instinct
922,8,7,0,16,4,6,13,0,0,2,2,4,2,0,0,1,0,2,4,2,2,3,13,2,2,2,4,0,0,0,2,3,3,1,2,3,1,1,5,Valor
923,7,8,3,19,8,6,12,0,2,0,2,6,0,0,0,1,0,1,4,4,0,3,11,3,1,3,5,0,0,3,4,1,3,4,3,2,2,0,5,Mystic
924,4,5,1,11,0,4,7,0,0,2,0,0,0,0,0,0,0,1,0,2,2,3,5,0,0,0,4,0,0,1,0,1,1,0,1,4,0,1,0,Mystic
925,11,8,4,24,4,6,17,0,0,0,2,0,4,0,1,1,0,0,7,4,4,6,16,1,1,2,3,1,1,4,1,3,4,1,4,6,2,1,5,Mystic
926,5,3,0,9,2,4,9,0,2,0,0,0,4,0,0,1,0,0,2,2,0,3,7,2,2,0,2,0,0,0,1,2,2,1,0,4,0,2,1,Mystic
927,6,8,4,19,6,4,11,0,0,0,2,4,2,0,0,1,0,0,4,2,0,3,9,0,2,5,1,1,0,4,2,2,3,2,1,2,2,2,4,Mystic
928,12,4,0,17,4,0,17,0,2,0,0,2,0,2,0,1,0,0,2,0,0,7,17,2,0,2,0,0,0,0,2,0,4,1,0,6,1,0,6,Valor
929,8,7,3,19,6,4,14,0,0,0,2,2,0,0,0,1,1,1,4,2,2,3,13,3,1,2,1,2,0,3,3,2,2,4,3,3,0,1,5,Instinct
930,5,7,0,13,4,6,9,2,0,0,2,2,2,2,0,1,0,0,0,0,0,4,6,3,3,1,3,0,0,0,2,3,2,1,1,2,1,2,3,Valor
931,15,6,2,24,4,6,21,2,2,0,0,2,2,2,0,1,1,3,5,4,6,9,21,2,1,2,3,1,1,2,2,3,4,1,3,7,1,2,8,Instinct
932,10,8,4,23,8,8,16,2,0,0,4,2,4,2,1,1,0,1,5,2,4,6,14,3,1,2,6,0,1,4,5,3,4,2,4,6,5,1,4,Mystic
933,9,10,5,25,10,6,14,0,4,0,0,0,0,2,0,1,0,2,4,4,2,6,12,2,2,5,3,0,1,5,4,1,5,3,2,6,5,2,3,Mystic
934,5,6,2,14,4,6,8,0,0,0,0,0,0,2,0,1,0,2,2,4,2,4,6,1,2,2,3,0,1,2,2,2,1,2,2,2,1,2,3,Mystic
935,7,9,0,17,8,4,11,0,0,0,0,2,2,2,0,1,0,0,2,0,0,6,8,1,1,7,3,0,0,0,3,2,3,3,1,4,1,1,3,Valor
936,9,4,0,14,2,6,15,0,0,0,4,0,4,2,0,1,0,0,4,2,2,6,12,0,3,2,3,0,0,0,0,3,5,0,0,6,1,3,3,Valor
937,6,10,5,22,4,8,11,0,0,0,0,0,6,2,0,1,0,1,2,6,0,5,7,0,3,2,4,0,1,5,2,4,3,2,5,3,2,0,3,Mystic
938,14,11,0,26,10,8,19,2,2,0,0,2,2,2,1,1,0,0,4,4,4,9,19,4,3,6,5,0,0,0,4,2,4,4,2,7,1,2,7,Valor
939,16,8,3,28,4,8,23,2,2,2,2,2,4,2,0,1,1,0,6,2,4,10,22,1,2,2,5,0,1,3,1,3,4,2,2,8,1,3,8,Mystic
940,12,10,5,28,6,6,20,0,2,0,2,2,2,2,0,1,0,1,4,2,6,9,15,1,4,2,0,1,1,5,3,3,7,4,3,6,2,2,6,Instinct
941,7,5,0,13,4,4,12,0,2,0,0,4,2,2,0,1,0,0,2,2,0,7,7,2,0,2,4,0,0,0,2,2,3,1,1,4,1,1,3,Mystic
942,9,3,0,13,2,2,15,2,0,0,2,0,0,2,0,1,0,0,4,0,4,7,11,2,0,0,2,0,0,0,0,1,5,0,0,6,1,1,3,Mystic
943,6,2,0,9,0,2,10,0,0,0,2,0,0,2,1,1,0,0,2,0,0,6,6,0,0,0,2,0,0,0,0,0,3,0,1,3,0,0,3,Valor
944,9,10,5,25,12,4,14,0,6,0,0,4,0,2,0,1,0,2,0,4,0,6,12,2,3,6,1,0,0,5,6,0,4,5,0,6,5,2,3,Mystic
945,6,6,0,13,4,6,10,2,0,2,2,2,4,2,0,1,0,0,0,0,0,6,6,1,3,3,3,0,0,0,2,3,2,2,0,3,0,3,3,Valor
946,10,10,5,26,6,6,17,0,0,0,0,0,6,2,0,1,0,0,6,2,2,6,14,2,2,3,1,1,2,5,1,4,4,2,2,6,2,4,4,Mystic
947,8,7,0,16,6,4,13,2,0,0,2,2,0,2,1,1,0,0,0,2,2,6,10,0,2,6,2,0,0,0,3,1,3,1,1,5,2,1,3,Valor
948,6,2,0,9,2,2,11,0,2,0,2,2,2,2,0,1,0,0,2,0,2,6,6,0,1,2,1,0,0,0,1,1,3,1,1,3,0,0,3,Mystic
949,10,3,0,14,2,0,14,2,0,0,0,2,0,2,0,1,0,0,2,0,2,6,14,0,0,2,0,0,0,0,1,0,2,0,0,6,1,0,4,Mystic
950,8,10,5,24,4,6,14,0,0,0,2,2,2,2,0,1,0,2,4,4,0,6,10,0,3,3,2,1,0,5,2,2,3,2,1,5,1,3,3,Mystic
951,5,5,1,12,2,6,9,0,0,0,4,0,2,2,0,1,1,1,0,2,2,4,6,0,2,1,4,0,0,1,1,1,2,2,1,2,0,2,3,Mystic
952,16,6,2,25,4,4,22,2,0,0,0,0,0,2,0,1,0,3,4,4,4,10,22,1,2,3,1,0,1,2,1,2,4,1,1,8,1,2,8,Mystic
953,7,7,2,17,4,4,13,0,0,0,2,2,2,2,0,1,0,0,3,2,0,6,8,1,2,2,2,0,0,2,2,2,3,2,0,4,1,2,3,Mystic
954,5,6,1,13,4,4,9,0,2,0,0,0,4,2,0,1,0,0,2,0,0,4,6,1,0,3,3,1,0,1,1,2,3,1,2,2,1,1,3,Instinct
955,8,5,1,15,4,0,13,0,2,0,0,0,0,2,0,1,0,0,4,0,4,6,10,0,0,4,0,0,0,1,1,0,3,0,0,5,2,0,3,Mystic
956,7,4,0,12,0,8,12,0,0,0,4,0,4,2,1,1,0,0,2,2,2,7,7,0,1,0,7,0,0,0,0,2,4,0,2,4,0,2,3,Valor
957,7,6,0,14,2,4,13,0,0,0,2,2,4,2,0,1,0,0,2,0,0,6,8,2,0,0,4,0,0,0,1,2,5,0,2,4,1,0,3,Valor
958,5,8,3,17,4,6,8,0,0,0,2,2,0,2,1,1,0,1,0,2,0,3,7,1,0,3,3,1,2,3,1,3,2,1,3,2,1,3,3,Instinct
959,11,6,1,19,0,4,18,0,0,0,2,0,2,2,0,1,1,0,5,2,2,7,15,0,1,0,3,0,0,1,0,1,5,0,2,6,0,0,5,Mystic
960,11,7,3,22,4,6,16,0,2,0,2,2,2,0,0,0,1,0,2,2,4,9,13,1,1,3,2,2,1,3,1,3,3,2,3,6,0,3,5,Instinct
961,7,5,0,13,4,2,14,0,4,0,2,4,0,2,0,1,0,0,0,0,0,7,7,0,2,4,0,0,0,0,2,0,6,1,0,4,1,1,3,Instinct
962,9,3,0,13,2,2,15,2,0,0,2,2,2,2,0,1,0,0,2,0,0,7,11,0,1,2,1,0,0,0,1,1,5,0,0,6,1,1,3,Valor
963,6,4,0,11,2,2,10,2,2,0,2,2,0,2,0,1,0,0,2,0,2,6,6,1,0,1,2,0,0,0,1,0,3,1,0,3,0,1,3,Valor
964,7,7,2,17,6,6,13,0,0,0,4,2,4,2,1,0,0,0,3,0,0,6,8,2,1,4,3,0,2,2,2,3,4,0,2,5,3,3,2,Instinct
965,13,3,0,17,4,0,19,2,0,0,0,4,0,2,0,1,0,0,6,0,2,9,17,1,0,3,0,0,0,0,2,0,5,1,0,6,1,0,7,Valor
966,8,5,0,14,6,2,15,0,4,0,0,6,0,2,0,1,0,0,2,2,0,6,10,3,0,3,2,0,0,0,3,1,6,0,1,5,3,0,3,Valor
967,8,6,1,16,4,8,14,0,2,4,0,2,4,0,1,0,0,0,5,4,0,9,7,1,3,3,4,0,1,1,2,4,4,0,1,6,2,4,2,Instinct
968,9,5,1,16,4,0,16,0,0,0,0,2,0,0,0,0,0,0,5,0,4,10,8,1,0,2,0,0,0,1,2,0,4,0,0,6,3,0,3,Instinct
969,8,7,0,16,4,8,14,0,0,0,4,0,4,2,0,1,1,0,2,0,2,6,10,2,1,2,7,0,0,0,2,2,5,1,1,5,1,3,3,Valor
970,8,9,4,22,10,6,10,0,2,0,0,0,0,2,0,0,1,3,0,6,2,5,11,1,1,6,4,0,1,4,4,1,1,4,4,4,4,0,4,Mystic
971,14,13,9,37,8,10,20,0,2,0,0,0,0,2,0,0,0,3,4,8,6,11,17,2,3,2,2,3,2,9,3,4,4,5,6,6,3,4,8,Instinct
972,9,6,1,17,4,6,14,0,0,0,4,0,4,0,1,0,0,0,3,2,2,10,8,1,3,3,2,0,1,1,1,3,3,1,1,6,1,3,3,Instinct
973,16,10,5,32,10,4,26,0,2,0,2,4,4,0,0,0,1,0,7,2,4,13,19,4,1,3,2,0,1,5,5,2,8,3,3,10,5,0,6,Mystic
974,11,9,0,21,8,4,17,0,2,0,0,2,2,2,0,1,0,0,2,0,2,7,15,1,4,7,0,0,0,0,3,2,5,2,1,6,2,1,5,Valor
975,4,3,0,8,2,2,7,0,0,0,0,2,0,2,0,1,0,0,2,0,0,4,4,1,0,1,2,0,0,0,1,1,2,1,0,2,0,1,2,Instinct
976,7,4,0,12,0,6,12,0,0,2,4,0,0,2,1,1,0,0,2,0,2,7,7,0,1,0,5,0,0,0,0,2,4,0,1,4,0,2,3,Instinct
977,12,8,4,25,4,6,18,0,0,0,0,0,0,2,0,0,0,2,5,4,6,8,16,1,2,2,1,1,2,4,2,4,4,2,2,6,1,4,6,Instinct
978,10,7,0,18,4,4,17,0,2,0,0,2,2,2,0,1,0,0,4,4,2,6,14,2,1,2,3,0,0,0,1,2,5,0,1,6,2,1,4,Valor
979,7,4,0,12,4,2,12,0,2,0,0,2,2,2,0,1,0,0,4,0,4,7,7,0,0,4,2,0,0,0,2,1,4,1,1,4,1,0,3,Instinct
980,6,9,4,20,8,6,10,0,0,0,0,4,2,2,1,0,1,1,3,4,0,5,7,3,0,4,3,0,3,4,3,2,2,2,4,4,3,2,2,Instinct
981,5,4,0,10,2,6,10,0,2,2,2,2,4,2,0,1,0,0,0,0,0,4,6,1,2,1,4,0,0,0,1,3,3,1,3,2,0,0,3,Mystic
982,9,7,0,17,8,2,14,2,2,0,0,6,0,2,0,1,0,0,4,2,2,6,12,1,1,7,1,0,0,0,4,0,4,1,1,6,3,0,3,Valor
983,14,7,2,24,6,4,20,0,0,0,4,2,2,2,1,0,0,0,4,0,0,9,19,3,0,3,2,0,2,2,2,2,4,1,2,7,2,2,7,Instinct
984,10,5,0,16,4,4,16,2,2,2,0,0,2,2,0,1,0,0,4,2,2,6,14,1,0,3,4,0,0,0,1,2,5,0,1,6,2,1,4,Mystic
985,7,7,0,15,6,2,11,0,2,0,0,4,0,2,0,1,0,0,2,0,0,6,8,2,0,4,2,0,0,0,3,1,3,0,1,4,3,0,3,Valor
986,11,8,0,20,4,12,15,0,0,0,4,0,4,2,0,1,0,2,2,4,2,7,15,2,3,2,9,0,0,0,2,5,3,2,3,6,0,3,5,Valor
987,13,8,3,25,6,8,18,0,0,0,2,4,0,0,1,0,0,3,6,6,4,11,15,3,1,2,5,0,2,3,3,3,4,1,4,7,3,2,6,Mystic
988,13,10,5,29,6,10,23,0,6,2,2,4,2,0,0,0,0,3,6,6,6,12,14,1,2,5,3,2,3,5,2,6,8,1,5,8,2,5,5,Instinct
989,7,10,5,23,8,8,13,0,2,0,4,4,4,0,0,0,0,2,0,4,0,7,7,4,1,3,3,0,4,5,2,5,4,4,4,4,1,4,3,Instinct
990,8,7,2,18,4,8,13,0,0,2,2,0,4,2,0,1,0,1,6,4,0,6,10,0,1,4,5,2,0,2,1,5,4,1,3,5,1,3,3,Instinct
991,9,6,1,17,4,6,13,2,0,0,0,2,2,2,1,1,0,2,1,4,0,6,12,0,3,3,3,0,0,1,2,2,2,2,0,6,1,3,3,Mystic
992,10,7,0,18,8,2,17,0,4,0,2,4,0,2,0,1,0,0,4,0,0,6,14,3,0,5,2,0,0,0,3,1,6,2,0,6,2,1,4,Valor
993,3,4,0,8,4,2,6,0,2,0,0,0,0,2,0,1,0,0,0,0,0,4,2,1,2,3,0,0,0,0,1,1,2,1,1,1,1,0,2,Instinct
994,7,5,0,13,4,4,10,2,0,0,0,2,0,2,0,1,0,0,4,4,0,7,7,1,2,3,2,0,0,0,2,1,2,0,1,4,2,1,3,Mystic
995,6,7,0,14,6,4,10,2,2,0,2,2,2,2,1,1,0,0,0,0,0,5,7,2,0,4,4,0,0,0,3,1,3,2,0,3,1,2,3,Valor
996,7,9,5,22,6,6,11,2,2,0,0,2,0,2,0,1,0,1,4,4,2,6,8,0,0,4,3,1,2,5,3,3,3,3,3,4,2,3,3,Instinct
997,8,3,0,12,4,0,15,0,2,0,0,4,0,2,0,1,0,0,2,0,2,7,9,1,0,3,0,0,0,0,2,0,5,1,0,5,1,0,3,Valor
998,7,10,0,18,10,10,12,0,6,2,2,4,4,2,0,1,1,0,0,2,0,6,8,1,5,9,5,0,0,0,5,3,4,2,3,4,3,2,3,Valor
999,9,12,0,22,10,6,15,0,6,0,0,2,6,2,0,1,0,0,0,0,0,6,12,2,2,8,4,0,0,0,4,3,4,1,2,6,4,1,3,Valor
1000,6,7,0,14,10,4,10,2,2,2,0,2,2,2,0,1,0,0,0,0,0,5,7,2,2,8,2,0,0,0,5,2,2,3,0,3,2,2,3,Valor
1001,7,8,3,19,6,8,13,0,2,0,2,4,4,2,0,1,1,2,3,6,0,6,8,1,1,5,4,1,2,3,2,4,4,0,5,4,3,2,3,Instinct
1002,6,8,3,18,6,8,11,2,0,0,4,2,4,2,0,1,0,2,1,4,0,5,7,1,3,3,5,0,0,3,2,2,3,4,0,3,1,4,3,Mystic
1003,6,7,2,16,2,12,11,0,0,4,4,0,6,2,1,1,0,1,3,2,2,5,7,0,4,2,6,0,2,2,0,6,3,0,4,3,1,4,3,Instinct
1004,6,8,4,19,6,8,11,0,0,2,2,2,2,2,0,1,0,1,3,2,4,5,7,3,0,3,5,0,3,4,1,4,2,0,6,3,3,1,3,Mystic
1005,12,10,0,23,4,12,17,0,2,4,0,2,2,2,0,1,1,2,4,6,0,9,15,0,3,4,9,0,0,0,2,4,4,0,4,6,2,2,6,Valor
1006,11,7,0,19,6,6,19,0,2,0,2,2,4,2,0,1,0,0,4,0,2,7,15,3,0,3,6,0,0,0,3,2,7,3,1,6,0,2,5,Valor
1007,9,6,0,16,4,8,15,0,4,0,2,0,4,2,1,1,0,2,0,4,0,6,12,1,2,3,6,0,0,0,1,3,5,1,0,6,1,4,3,Valor
1008,10,7,3,21,0,8,18,0,0,0,6,0,2,2,0,1,1,2,3,2,4,6,14,0,3,0,3,1,1,3,0,3,6,0,3,6,0,3,4,Mystic
1009,13,8,0,22,2,10,18,2,0,0,4,0,2,2,0,1,2,0,2,4,4,9,17,2,3,0,7,0,0,0,1,2,4,1,4,6,0,1,7,Valor
1010,6,6,1,14,8,2,11,0,6,0,0,4,0,2,0,1,0,0,0,2,2,5,7,3,0,5,1,0,1,1,2,1,3,1,1,3,3,1,3,Instinct
1011,1,1,0,3,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mystic
1012,7,4,0,12,4,4,11,0,2,0,2,4,0,2,0,1,1,0,0,0,2,7,7,1,0,3,4,0,0,0,2,1,2,1,1,4,1,1,3,Mystic
1013,10,6,0,17,2,6,15,0,0,2,2,2,2,2,0,1,0,0,2,0,0,6,14,2,1,0,5,0,0,0,1,3,3,0,1,6,1,2,4,Valor
1014,7,10,0,18,6,8,12,0,2,4,2,2,2,2,0,1,0,0,2,0,0,6,8,2,3,4,5,0,0,0,2,3,4,1,3,4,2,1,3,Valor
1015,6,6,1,14,4,6,11,0,2,0,4,2,0,2,0,1,0,1,2,0,4,5,7,1,3,3,2,0,1,1,2,2,4,1,1,3,1,3,3,Instinct
1016,13,7,3,24,6,4,19,2,2,0,0,4,2,2,1,1,0,2,5,4,4,9,17,1,0,4,2,0,2,3,3,3,4,2,3,6,2,1,7,Instinct
1017,4,3,0,8,0,4,6,0,0,0,0,0,0,2,0,1,0,0,0,2,2,4,4,0,1,0,3,0,0,0,0,0,1,0,1,2,0,1,2,Valor
1018,8,5,0,14,2,8,14,0,0,0,4,0,4,2,0,1,0,2,2,2,0,6,10,2,1,0,7,0,0,0,1,3,5,0,1,5,1,3,3,Instinct
1019,6,6,1,14,2,8,11,0,2,2,4,2,4,2,1,1,0,0,0,0,2,5,7,0,3,2,4,0,1,1,1,3,4,1,2,3,0,3,3,Mystic
1020,10,9,5,25,6,6,17,0,4,0,0,2,4,0,0,0,0,1,4,6,2,8,12,3,3,0,2,0,1,5,2,2,4,5,0,5,1,4,5,Mystic
1021,11,10,0,22,4,8,20,2,4,2,0,2,4,2,0,1,0,0,2,2,2,7,15,2,2,2,6,0,0,0,2,4,8,2,1,6,0,3,5,Valor
1022,12,9,4,26,6,4,18,0,0,0,4,2,2,2,0,0,0,1,4,0,2,8,16,3,0,1,2,0,2,4,4,2,5,2,3,6,3,1,6,Instinct
1023,10,9,4,24,10,4,15,0,2,2,0,4,2,2,0,0,1,0,3,0,2,6,14,3,0,6,2,0,2,4,3,2,3,1,3,5,5,1,5,Mystic
1024,8,8,4,21,2,14,14,0,0,2,4,0,6,2,1,0,0,3,3,6,4,5,11,0,5,2,5,1,3,4,1,7,3,0,7,4,1,4,4,Instinct
1025,10,10,5,26,6,14,15,0,0,0,0,2,6,0,1,0,0,2,5,12,0,8,12,4,2,0,9,0,3,5,3,6,1,3,5,5,2,5,5,Mystic
1026,3,6,0,10,6,6,6,0,2,2,2,2,2,2,0,1,0,0,0,0,0,4,2,1,2,5,4,0,0,0,2,3,2,3,2,1,0,1,2,Valor
1027,9,8,4,22,4,6,14,0,0,0,0,0,2,2,1,0,0,3,5,4,2,5,13,1,1,2,2,1,2,4,2,3,2,2,4,4,1,2,5,Instinct
1028,4,4,0,9,2,2,7,0,0,0,0,0,2,2,0,1,0,0,2,0,0,4,4,0,2,2,0,0,0,0,1,1,2,0,1,2,1,0,2,Mystic
1029,9,3,0,13,2,2,14,2,0,0,0,2,2,2,0,1,0,0,4,2,0,7,11,2,0,0,2,0,0,0,1,1,4,0,0,6,1,1,3,Valor
1030,7,7,0,15,6,6,12,2,2,2,2,4,2,2,0,1,0,0,0,2,0,6,8,1,2,5,4,0,0,0,2,3,4,1,2,4,2,1,3,Valor
1031,9,10,5,25,6,8,15,0,2,2,2,2,2,0,0,0,0,2,5,4,2,8,10,1,2,4,3,1,2,5,2,4,4,2,4,5,2,3,4,Mystic
1032,8,7,2,18,2,6,14,0,0,0,0,2,6,2,1,0,0,0,1,2,0,6,10,2,1,0,3,0,2,2,1,3,3,0,2,5,1,3,3,Instinct
1033,12,4,0,17,4,0,18,2,2,0,0,2,0,2,0,1,0,0,2,0,4,9,15,1,0,3,0,0,0,0,1,0,4,1,0,6,1,0,6,Mystic
1034,5,6,1,13,4,6,8,0,2,2,0,0,2,0,0,0,0,0,2,4,0,7,3,0,1,4,4,1,0,1,1,3,2,1,1,3,1,3,2,Instinct
1035,8,8,0,17,6,8,13,0,2,2,2,2,2,2,0,1,1,0,0,0,0,6,10,2,2,4,6,0,0,0,3,3,3,1,1,5,2,3,3,Valor
1036,6,5,0,12,4,4,11,2,2,0,2,2,2,2,0,1,0,0,0,2,0,6,6,1,1,3,3,0,0,0,1,2,4,1,1,3,1,1,3,Mystic
1037,8,6,0,15,4,4,13,0,0,0,2,0,4,2,0,1,0,0,2,0,0,6,10,0,0,4,4,0,0,0,2,2,4,2,0,5,0,2,3,Valor
1038,7,5,0,13,4,2,13,0,2,0,0,4,2,2,0,1,0,0,2,0,0,7,7,0,2,4,0,0,0,0,2,1,4,2,0,4,0,1,3,Valor
1039,9,8,0,18,8,6,15,0,2,2,2,4,2,2,1,1,0,0,2,0,0,6,12,4,1,4,5,0,0,0,3,2,5,2,1,6,2,2,3,Valor
1040,5,4,0,10,2,4,9,0,0,0,2,2,4,2,0,1,0,0,2,0,0,4,6,0,3,2,1,0,0,0,1,2,3,1,2,2,0,0,3,Instinct
1041,8,6,1,16,4,2,13,0,2,0,0,0,0,0,0,0,0,0,0,2,2,9,7,1,2,3,0,0,0,1,1,0,4,1,0,6,1,1,2,Mystic
1042,5,5,1,12,6,2,7,0,0,0,0,2,0,0,0,0,0,0,2,2,0,7,3,1,0,5,1,0,1,1,2,1,1,1,1,3,2,1,2,Instinct
