,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
4111,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4112,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4113,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
4114,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4115,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4116,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4117,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4118,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4119,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4120,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4121,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
4122,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4123,2,12,0,0,1,16,12,1,3,10,0,5,2,11,18,31,Trusted
4124,2,10,0,0,0,7,10,1,5,9,0,0,5,9,14,19,Trusted
4125,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
4126,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
4127,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4128,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4129,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4130,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4131,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4132,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4133,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4134,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4135,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4136,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4137,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4138,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4139,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4140,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4141,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4142,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4143,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4144,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4145,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4146,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4147,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4148,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4149,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4150,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4151,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4152,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4153,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4154,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4155,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4156,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4157,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4158,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4159,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4160,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4161,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4162,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4163,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4164,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4165,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4166,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4167,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4168,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4169,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4170,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4171,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4172,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4173,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4174,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4175,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4176,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4177,2,13,0,1,1,15,12,1,3,9,0,4,2,11,17,31,Trusted
4178,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4179,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4180,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4181,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4182,2,23,2,2,1,61,23,1,3,15,2,1,1,21,34,93,Trusted
4183,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4184,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4185,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4186,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4187,2,13,0,1,1,10,10,1,3,9,0,1,4,9,14,24,Trusted
4188,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
4189,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4190,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
4191,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4192,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4193,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
4194,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4195,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4196,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4197,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4198,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4199,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4200,2,2,0,0,0,3,4,1,3,1,0,0,1,3,4,9,Trusted
4201,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4202,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4203,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4204,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4205,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4206,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4207,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4208,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4209,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4210,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4211,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4212,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4213,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4214,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4215,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4216,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4217,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4218,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4219,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4220,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4221,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4222,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4223,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4224,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4225,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4226,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4227,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4228,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4229,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4230,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4231,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4232,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4233,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4234,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4235,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4236,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4237,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4238,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4239,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4240,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4241,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4242,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4243,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4244,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4245,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4246,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4247,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4248,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4249,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4250,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4251,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4252,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4253,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4254,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4255,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4256,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4257,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4258,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4259,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4260,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4261,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4262,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4263,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4264,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4265,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4266,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4267,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4268,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4269,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4270,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4271,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4272,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4273,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4274,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4275,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4276,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4277,2,12,0,0,0,8,9,1,3,12,0,0,6,9,15,19,Trusted
4278,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
4279,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4280,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4281,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4282,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4283,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4284,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4285,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4286,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4287,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4288,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4289,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4290,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4291,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4292,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4293,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4294,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4295,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4296,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4297,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4298,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4299,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4300,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4301,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4302,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4303,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4304,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4305,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4306,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4307,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4308,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4309,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4310,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4311,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4312,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4313,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4314,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4315,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4316,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4317,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4318,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4319,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4320,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4321,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4322,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4323,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4324,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4325,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4326,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4327,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4328,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4329,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4330,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4331,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4332,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4333,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4334,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4335,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4336,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4337,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4338,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4339,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4340,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4341,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4342,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4343,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4344,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4345,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4346,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4347,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4348,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4349,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4350,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4351,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4352,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4353,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4354,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4355,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4356,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4357,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4358,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4359,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4360,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4361,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4362,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4363,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4364,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4365,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4366,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4367,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4368,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4369,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4370,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4371,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4372,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4373,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4374,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4375,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4376,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4377,2,11,0,1,1,9,9,1,3,8,0,1,3,9,13,22,Trusted
4378,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4379,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
4380,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
4381,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4382,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4383,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4384,0,0,0,0,0,0,3,1,3,0,0,0,0,3,3,5,Uncertain
4385,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4386,2,8,0,0,1,7,7,1,3,6,0,1,2,7,10,17,Trusted
4387,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4388,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
4389,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4390,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4391,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
4392,2,11,1,1,1,15,11,1,3,7,1,3,1,11,16,31,Trusted
4393,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4394,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4395,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4396,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4397,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4398,2,9,0,0,1,6,7,1,3,7,0,0,3,7,10,16,Trusted
4399,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4400,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4401,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4402,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4403,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4404,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4405,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
4406,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4407,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4408,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4409,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4410,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4411,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4412,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4413,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4414,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4415,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4416,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4417,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4418,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4419,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4420,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4421,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4422,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4423,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Uncertain
4424,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4425,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4426,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,Trusted
4427,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4428,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4429,2,18,0,0,1,12,12,1,3,12,0,0,7,10,17,27,Trusted
4430,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4431,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4432,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
4433,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4434,0,0,0,0,0,0,3,1,3,0,0,0,0,3,3,5,Uncertain
4435,2,8,0,0,1,10,8,1,3,5,0,3,1,7,11,21,Trusted
4436,2,14,0,1,1,16,13,1,3,10,0,4,3,11,18,33,Trusted
4437,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4438,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4439,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4440,0,0,0,0,0,0,3,1,3,0,0,0,0,3,3,5,Uncertain
4441,0,0,0,0,0,0,3,1,3,0,0,0,0,3,3,5,Uncertain
4442,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4443,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
4444,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4445,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
4446,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
4447,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
4448,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Uncertain
